#Digilent WaveForms Oscilloscope Acquisition,,,
#Device Name: Discovery2,,,
#Serial Number: SN:210321AD643B,,,
#Date Time: 2025-02-08 17:53:22.654,,,
#Sample rate: 800Hz,,,
#Samples: 6323,,,
#Trigger: Source: Digital,,,
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average,,,
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average,,,
,,,
Time (s),Channel 1 (V),Channel 2 (V),applied_voltage
-1.295,0.048501687,0.053475056,0
-1.29375,0.048501687,0.053475056,0
-1.2925,0.048501687,0.053475056,0
-1.29125,0.048501687,0.053475056,0
-1.29,0.048501687,0.053475056,0
-1.28875,0.048501687,0.053475056,0
-1.2875,0.048501687,0.053475056,0
-1.28625,0.048501687,0.053475056,0
-1.285,0.048501687,0.053475056,0
-1.28375,0.048501687,0.053475056,0
-1.2825,0.048501687,0.053475056,0
-1.28125,0.048501687,0.053475056,0
-1.28,0.048501687,0.053475056,0
-1.27875,0.048501687,0.053475056,0
-1.2775,0.048501687,0.053475056,0
-1.27625,0.048501687,0.053475056,0
-1.275,0.048501687,0.053475056,0
-1.27375,0.048501687,0.053475056,0
-1.2725,0.048501687,0.053475056,0
-1.27125,0.048501687,0.053475056,0
-1.27,0.048501687,0.053475056,0
-1.26875,0.048501687,0.053475056,0
-1.2675,0.048501687,0.053475056,0
-1.26625,0.048501687,0.053475056,0
-1.265,0.048501687,0.053475056,0
-1.26375,0.048501687,0.053475056,0
-1.2625,0.048501687,0.053475056,0
-1.26125,0.048501687,0.053475056,0
-1.26,0.048501687,0.053475056,0
-1.25875,0.048501687,0.053475056,0
-1.2575,0.048501687,0.053475056,0
-1.25625,0.048501687,0.053475056,0
-1.255,0.048501687,0.053475056,0
-1.25375,0.048501687,0.053475056,0
-1.2525,0.048501687,0.053475056,0
-1.25125,0.048501687,0.053475056,0
-1.25,0.048501687,0.053475056,0
-1.24875,0.048501687,0.053475056,0
-1.2475,0.048501687,0.053475056,0
-1.24625,0.048501687,0.053475056,0
-1.245,0.048501687,0.053475056,0
-1.24375,0.048501687,0.053475056,0
-1.2425,0.048501687,0.049763241,0
-1.24125,0.048501687,0.053475056,0
-1.24,0.048501687,0.053475056,0
-1.23875,0.048501687,0.053475056,0
-1.2375,0.048501687,0.053475056,0
-1.23625,0.048501687,0.053475056,0
-1.235,0.048501687,0.053475056,0
-1.23375,0.048501687,0.053475056,0
-1.2325,0.048501687,0.053475056,0
-1.23125,0.048501687,0.053475056,0
-1.23,0.048501687,0.053475056,0
-1.22875,0.048501687,0.053475056,0
-1.2275,0.048501687,0.053475056,0
-1.22625,0.048501687,0.053475056,0
-1.225,0.048501687,0.053475056,0
-1.22375,0.048501687,0.053475056,0
-1.2225,0.048501687,0.049763241,0
-1.22125,0.048501687,0.049763241,0
-1.22,0.048501687,0.053475056,0
-1.21875,0.048501687,0.049763241,0
-1.2175,0.048501687,0.053475056,0
-1.21625,0.048501687,0.049763241,0
-1.215,0.048501687,0.053475056,0
-1.21375,0.048501687,0.053475056,0
-1.2125,0.048501687,0.049763241,0
-1.21125,0.048501687,0.053475056,0
-1.21,0.048501687,0.053475056,0
-1.20875,0.048501687,0.053475056,0
-1.2075,0.048501687,0.053475056,0
-1.20625,0.048501687,0.053475056,0
-1.205,0.048501687,0.053475056,0
-1.20375,0.048501687,0.053475056,0
-1.2025,0.048501687,0.053475056,0
-1.20125,0.048501687,0.053475056,0
-1.2,0.048501687,0.053475056,0
-1.19875,0.048501687,0.053475056,0
-1.1975,0.048501687,0.053475056,0
-1.19625,0.048501687,0.053475056,0
-1.195,0.048501687,0.053475056,0
-1.19375,0.048501687,0.053475056,0
-1.1925,0.048501687,0.049763241,0
-1.19125,0.048501687,0.053475056,0
